Teams,Coordinates,Longitude,Latitude
Seahawks,"-87.940033, 41.644102",-87.940033, 41.644102
Titans,"-74.310835, 41.341301",-74.310835, 41.341301
Ravens,"-87.940033, 41.644102",-87.940033, 41.644102
Bears,"-87.940033, 41.644102",-87.940033, 41.644102
Saints,"-87.940033, 41.644102",-87.940033, 41.644102
Seahawks,"-87.940033, 41.644102",-87.940033, 41.644102
Bills,"-114.818269, 31.332246",-114.818269, 31.332246
Steelers,"-114.818269, 31.332246",-114.818269, 31.332246
Cowboys,"-86.358637, 39.924127",-86.358637, 39.924127
Patriots,"-87.022482, 35.994568",-87.022482, 35.994568
Rams,"-89.703549, 37.341013",-89.703549, 37.341013
Rams,"-93.106464, 44.775656",-93.106464, 44.775656
49ers,"-97.239256, 43.499362",-97.239256, 43.499362
Saints,"-90.237612, 29.968359",-90.237612, 29.968359
Bills,"-114.818269, 31.332246",-114.818269, 31.332246
Steelers,"-114.818269, 31.332246",-114.818269, 31.332246
Cardinals,"-115.209254, 35.984784",-115.209254, 35.984784
Rams,"-115.209254, 35.984784",-115.209254, 35.984784
49ers,"-115.209254, 35.984784",-115.209254, 35.984784
Ravens,"-76.668194, 36.698303",-76.668194, 36.698303
Steelers,"-80.319793, 40.562008",-80.319793, 40.562008
Cowboys,"-80.299923, 26.567057",-80.299923, 26.567057
49ers,"-122.514926, 37.708075",-122.514926, 37.708075
Eagles,"-106.645646, 25.837092",-106.645646, 25.837092
Patriots,"-73.727776, 40.950918",-73.727776, 40.950918
Saints,"-90.237612, 29.968359",-90.237612, 29.968359
Seahawks,"-81.507905, 28.388218",-81.507905, 28.388218
Seahawks,"-81.507905, 28.388218",-81.507905, 28.388218
49ers,"-74.026675, 40.683935",-74.026675, 40.683935
Rams,"-108.873968, 35.047092",-108.873968, 35.047092
Bills,"-79.890005, 40.436156",-79.890005, 40.436156
Steelers,"-79.890005, 40.436156",-79.890005, 40.436156
Titans,"-79.890005, 40.436156",-79.890005, 40.436156
Browns,"-81.8375, 41.463245",-81.8375, 41.463245
Bears,"-87.940033, 41.644102",-87.940033, 41.644102
Rams,"-87.940033, 41.644102",-87.940033, 41.644102
Bears,"-87.940033, 41.644102",-87.940033, 41.644102
Rams,"-87.940033, 41.644102",-87.940033, 41.644102
Saints,"-90.237612, 29.968359",-90.237612, 29.968359
Ravens,"-87.940033, 41.644102",-87.940033, 41.644102
Bears,"-87.940033, 41.644102",-87.940033, 41.644102
Saints,"-87.940033, 41.644102",-87.940033, 41.644102
Seahawks,"-87.940033, 41.644102",-87.940033, 41.644102
Cowboys,"-80.299923, 26.567057",-80.299923, 26.567057
Saints,"-90.237612, 29.968359",-90.237612, 29.968359
Rams,"-98.778559, 29.141956",-98.778559, 29.141956
Rams,"-80.085732, 43.524656",-80.085732, 43.524656
Patriots,"-71.499167, 42.017193",-71.499167, 42.017193
Rams,"-77.40747, 39.021548",-77.40747, 39.021548
Seahawks,"-77.40747, 39.021548",-77.40747, 39.021548
Rams,"-115.384091, 36.129459",-115.384091, 36.129459
Saints,"36.664573, -1.389053",36.664573, -1.389053
Jets,"36.664573, -1.389053",36.664573, -1.389053
Seahawks,"36.664573, -1.389053",36.664573, -1.389053
Saints,"-90.237612, 29.968359",-90.237612, 29.968359
Titans,"-91.800548, 35.207037",-91.800548, 35.207037
Patriots,"-77.615791, 38.188262",-77.615791, 38.188262
Falcons,"-84.556535, 34.074044",-84.556535, 34.074044
Giants,"-118.668404, 33.704538",-118.668404, 33.704538
Cowboys,"-80.299923, 26.567057",-80.299923, 26.567057
Saints,"-90.237612, 29.968359",-90.237612, 29.968359
Browns,"-96.683671, 32.700664",-96.683671, 32.700664
Seahawks,"-81.507905, 28.388218",-81.507905, 28.388218
Patriots,"-119.172179, 35.255821",-119.172179, 35.255821
Ravens,"-76.668194, 36.698303",-76.668194, 36.698303
Browns,"-94.053284, 29.823923",-94.053284, 29.823923
Saints,"-90.137908, 29.889574",-90.137908, 29.889574
Ravens,"-76.668194, 36.698303",-76.668194, 36.698303
Ravens,"-90.137908, 29.889574",-90.137908, 29.889574
Cowboys,"-80.299923, 26.567057",-80.299923, 26.567057
Packers,"-80.299923, 26.567057",-80.299923, 26.567057
Saints,"-90.137908, 29.889574",-90.137908, 29.889574
Cowboys,"-119.610593, 36.648912",-119.610593, 36.648912
Rams,"-119.610593, 36.648912",-119.610593, 36.648912
Ravens,"-110.119479, 22.871889",-110.119479, 22.871889
Chiefs,"-110.119479, 22.871889",-110.119479, 22.871889
Rams,"-110.119479, 22.871889",-110.119479, 22.871889
Ravens,"-76.668194, 36.698303",-76.668194, 36.698303
Chargers,"-98.614411, 33.835461",-98.614411, 33.835461
Seahawks,"-81.507905, 28.388218",-81.507905, 28.388218
Patriots,"-71.512722, 42.890919",-71.512722, 42.890919
Seahawks,"-121.906598, 36.93643",-121.906598, 36.93643
Cowboys,"-119.610593, 36.648912",-119.610593, 36.648912
Rams,"-119.610593, 36.648912",-119.610593, 36.648912
Cowboys,"-119.610593, 36.648912",-119.610593, 36.648912
Rams,"-119.610593, 36.648912",-119.610593, 36.648912
Giants,"-84.321948, 33.752879",-84.321948, 33.752879
Jets,"-84.321948, 33.752879",-84.321948, 33.752879
Ravens,"-76.668194, 36.698303",-76.668194, 36.698303
Vikings,"-93.329515, 44.889964",-93.329515, 44.889964
Seahawks,"-48.623684, -1.526453",-48.623684, -1.526453
Browns,"-112.323914, 33.29026",-112.323914, 33.29026
Saints,"-90.237612, 29.968359",-90.237612, 29.968359
Patriots,"-71.512722, 42.890919",-71.512722, 42.890919
Saints,"-90.237612, 29.968359",-90.237612, 29.968359
Patriots,"-71.499167, 42.017193",-71.499167, 42.017193
Rams,"-74.023591, 40.778186",-74.023591, 40.778186
Seahawks,"-74.023591, 40.778186",-74.023591, 40.778186
Saints,"-80.029518, 35.962623",-80.029518, 35.962623
Cowboys,"-124.703541, 41.991795",-124.703541, 41.991795
Giants,"-122.514926, 37.708075",-122.514926, 37.708075
49ers,"-122.514926, 37.708075",-122.514926, 37.708075
Seahawks,"-122.514926, 37.708075",-122.514926, 37.708075
Seahawks,"-48.623684, -1.526453",-48.623684, -1.526453
Saints,"-90.237612, 29.968359",-90.237612, 29.968359
Vikings,"-93.329811, 44.716911",-93.329811, 44.716911
Steelers,"-112.262779, 33.527683",-112.262779, 33.527683
Rams,"-117.94891, 34.024734",-117.94891, 34.024734
Saints,"-80.029518, 35.962623",-80.029518, 35.962623
Saints,"-80.029518, 35.962623",-80.029518, 35.962623
Saints,"-90.237612, 29.968359",-90.237612, 29.968359
Cowboys,"-80.299923, 26.567057",-80.299923, 26.567057
Giants,"-80.299923, 26.567057",-80.299923, 26.567057
Cowboys,"-80.299923, 26.567057",-80.299923, 26.567057
Giants,"-75.280284, 39.871811",-75.280284, 39.871811
Eagles,"-75.280284, 39.871811",-75.280284, 39.871811
Patriots,"-71.499167, 42.017193",-71.499167, 42.017193
Bills,"-117.524329, 34.033432",-117.524329, 34.033432
Saints,"-91.218994, 30.354161",-91.218994, 30.354161
49ers,"-91.218994, 30.354161",-91.218994, 30.354161
Ravens,"-121.987421, 37.989865",-121.987421, 37.989865
Bills,"-121.987421, 37.989865",-121.987421, 37.989865
Browns,"-121.987421, 37.989865",-121.987421, 37.989865
Texans,"-121.987421, 37.989865",-121.987421, 37.989865
Colts,"-121.987421, 37.989865",-121.987421, 37.989865
Chiefs,"-121.987421, 37.989865",-121.987421, 37.989865
Patriots,"-121.987421, 37.989865",-121.987421, 37.989865
Raiders,"-121.987421, 37.989865",-121.987421, 37.989865
Steelers,"-121.987421, 37.989865",-121.987421, 37.989865
Titans,"-121.987421, 37.989865",-121.987421, 37.989865
Patriots,"-78.948683, 39.633535",-78.948683, 39.633535
Chiefs,"-122.790065, 45.421863",-122.790065, 45.421863
Steelers,"-80.319793, 40.562008",-80.319793, 40.562008
49ers,"-122.514926, 37.708075",-122.514926, 37.708075
Browns,"-81.8375, 41.463245",-81.8375, 41.463245
Rams,"-112.262779, 33.527683",-112.262779, 33.527683
Steelers,"-112.262779, 33.527683",-112.262779, 33.527683
Browns,"-96.683671, 32.700664",-96.683671, 32.700664
Saints,"-90.237612, 29.968359",-90.237612, 29.968359
Rams,"-122.34266, 37.699279",-122.34266, 37.699279
Seahawks,"-122.34266, 37.699279",-122.34266, 37.699279
Cardinals,"-122.514926, 37.708075",-122.514926, 37.708075
Saints,"-90.237612, 29.968359",-90.237612, 29.968359
Rams,"-90.237612, 29.968359",-90.237612, 29.968359
Saints,"-90.237612, 29.968359",-90.237612, 29.968359
Browns,"-81.99359, 26.491867",-81.99359, 26.491867
Rams,"-118.287683, 34.014379",-118.287683, 34.014379
Chargers,"-117.359298, 33.060615",-117.359298, 33.060615
Cowboys,"-80.299923, 26.567057",-80.299923, 26.567057
Saints,"-90.237612, 29.968359",-90.237612, 29.968359
Cardinals,"-74.931707, 39.998288",-74.931707, 39.998288
Steelers,"-74.931707, 39.998288",-74.931707, 39.998288
Bills,"-79.890005, 40.436156",-79.890005, 40.436156
Steelers,"-79.890005, 40.436156",-79.890005, 40.436156
Titans,"-79.890005, 40.436156",-79.890005, 40.436156
Saints,"-90.237612, 29.968359",-90.237612, 29.968359
Bears,"-122.069956, 37.454962",-122.069956, 37.454962
Dolphins,"-122.069956, 37.454962",-122.069956, 37.454962
Giants,"-122.069956, 37.454962",-122.069956, 37.454962
49ers,"-122.069956, 37.454962",-122.069956, 37.454962
Saints,"-117.884864, 33.853755",-117.884864, 33.853755
Broncos,"-105.015543, 39.838926",-105.015543, 39.838926
Rams,"-115.384091, 36.129459",-115.384091, 36.129459
Seahawks,"-115.384091, 36.129459",-115.384091, 36.129459
49ers,"-121.259727, 38.001567",-121.259727, 38.001567
Saints,"-90.237612, 29.968359",-90.237612, 29.968359
Eagles,"-75.586247, 39.108566",-75.586247, 39.108566
Seahawks,"-97.078573, 32.563973",-97.078573, 32.563973
Saints,"-90.237612, 29.968359",-90.237612, 29.968359
Jaguars,"-81.637888, 30.323787",-81.637888, 30.323787
Chargers,"-81.637888, 30.323787",-81.637888, 30.323787
Titans,"-85.605166, 30.355644",-85.605166, 30.355644
Saints,"-90.237612, 29.968359",-90.237612, 29.968359
Panthers,"-80.299923, 26.567057",-80.299923, 26.567057
Cowboys,"-80.299923, 26.567057",-80.299923, 26.567057
Saints,"-122.639515, 45.309499",-122.639515, 45.309499
49ers,"-122.639515, 45.309499",-122.639515, 45.309499
Saints,"-179.231086, 51.175093",-179.231086, 51.175093
49ers,"-179.231086, 51.175093",-179.231086, 51.175093
Saints,"-94.043628, 28.855128",-94.043628, 28.855128
Cowboys,"-80.299923, 26.567057",-80.299923, 26.567057
Rams,"-119.610593, 36.648912",-119.610593, 36.648912
Bears,"-106.645646, 25.837092",-106.645646, 25.837092
Packers,"-106.645646, 25.837092",-106.645646, 25.837092
Saints,"-90.237612, 29.968359",-90.237612, 29.968359
Eagles,"-120.00574, 35.002086",-120.00574, 35.002086
Saints,"-90.237612, 29.968359",-90.237612, 29.968359
Steelers,"-112.262779, 33.527683",-112.262779, 33.527683
Saints,"-94.043628, 28.855128",-94.043628, 28.855128
Rams,"-100.421037, 25.480538",-100.421037, 25.480538
Patriots,"-85.605166, 30.355644",-85.605166, 30.355644
49ers,"-101.833743, 20.863352",-101.833743, 20.863352
Saints,"-90.237612, 29.968359",-90.237612, 29.968359
Steelers,"-118.401931, 33.814689",-118.401931, 33.814689
Saints,"-90.237612, 29.968359",-90.237612, 29.968359
Falcons,"-84.596805, 33.895088",-84.596805, 33.895088
Falcons,"-84.596805, 33.895088",-84.596805, 33.895088
Chiefs,"-88.473228, 30.144425",-88.473228, 30.144425
Saints,"-90.237612, 29.968359",-90.237612, 29.968359
